,TIER,SUMMONERID,SUMMONERNAME,LEAGUEPOINTS,WINS,LOSSES,VETERAN,INACYIVE,FRESHBLOOD,HOTSTREAK
398,GRANDMASTER,s1Pu1WhPNJau8bwMTaEJ9EamNZGFIojzxadc4mw-yBrnENI,어쩔마문,658,197,167,0,0,0,0
399,GRANDMASTER,DkOXsFD8LF1vEjoNsPjgSU9xf3AWQevo08ZcR3ZvUPGmZzlgEEm3BKNphQ,Croquette,770,373,332,0,0,0,0
400,GRANDMASTER,JsgNkZ7XpY6oOoMnslEr39yu4L_b81aBPnaURwq5-jD7b8GJ-cKOqgMZrw,2000 years,778,210,174,0,0,0,0
401,GRANDMASTER,rSSfsGvgHFYbQGSvy26EmbMFeWtumL90DmLd7AdlfrgwkWL4lQOdpwSg_Q,발작몬,630,127,83,0,0,1,1
402,GRANDMASTER,HMRVhk3GIEzt0DjRNoVP5OUCkk5x18UkTU2kFJwZOZwfuUQ,가을이 좋아요,628,187,152,0,0,1,1
403,GRANDMASTER,mxntwZEk3igCC7OafqpyKT7Qhwj7iJxupTUFMfBwPi7SQmM,FiddleStick,704,130,103,0,0,0,0
404,GRANDMASTER,WRLqggMTgNgR9C1sW4KD1I8RnK74R2MxDIort-zD71-2t7L7OqsbZma5Zg,hailunyuhaitang,666,294,258,0,0,0,0
405,GRANDMASTER,e27zPqYjQKktOhpfKty0fZauG5W08QUpyeK9mClPs3jfnoMDmMrw68JzPQ,6월15일까지 챌,718,582,555,0,0,1,0
406,GRANDMASTER,Nltifj1M8R4l9q8ymevLlz-E4eLmRr3mdL1L_0bydeVLQg,rbrbrb,841,234,201,0,0,0,0
407,GRANDMASTER,QBy4e7WrOcR3nHuhJDXCr7LEUI0Cz6_9aEaABYT1Ans5f3ORZQ7LKabWlg,Weare 오늘뭐먹지,621,117,88,0,0,1,0
408,GRANDMASTER,vQTkjOv2YboVvEGKrkXq3lYl6NpvwC5F_u9fgymE98ot7xy5E1FlVHXlsw,choovvvvvy,670,197,159,0,0,1,0
409,GRANDMASTER,2nnfV7oCOspIqMX-m9PrChz2bKEn1zwm-QWKidgxJxD77Q,설치설치설치해,621,157,115,0,0,1,1
410,GRANDMASTER,BMlMddfVoIV-I-YLvPrDlpRdAnHfyEETvP4KDaO-ROBkl3s,고마워요감사해요,846,278,241,1,0,0,1
411,GRANDMASTER,Svm3RYfvaFm7z42fZEPkmhVTSCo0_TiK5qCerp32pwt1OVqfvLC32KBMww,Akali King0,589,193,143,0,0,0,0
412,GRANDMASTER,6NRVMxvsYOG-NzECxfI3R7d0GQt_aagBcPoCum3cuf9PC4Vw,wuti4n,730,295,268,0,0,0,0
413,GRANDMASTER,5efH1_mZaB-H4fHkWeM7FuDHyLNpFTCqW6lGvV7_aodk2qI,DRX Juhana,928,316,278,1,0,0,0
414,GRANDMASTER,J4iG0NH3RqG2UfTzKd88-sms21Kmz6WXpZuoMr5kp8gQzeazTB-yXxAHEg,카시는작고소중해,826,143,101,0,0,0,0
415,GRANDMASTER,5vnCbrugwarGvepsUpoGooje6itNkT4sYO8VcFExmxAhCqw,열심히안할생각,653,338,304,0,0,1,0
416,GRANDMASTER,y9iEJmnQ5hbRVHoQJbayoB_VEy-FgmzZNg5od7GQ4t0n--k,tkzj좋다,648,253,221,0,0,0,0
417,GRANDMASTER,8JKbaCSoaOUuPL0ZPYorivCc6AEsYIOmhDF513pCJGgnKrkd,An happy2,755,377,334,0,0,0,0
418,GRANDMASTER,cEaj7yPPhvy_bGLeQ6QI2GK3ugopw0N_a2a6nHZD7WYjsAA,DieThal,869,404,367,0,0,0,0
419,GRANDMASTER,nuOpo2oRhFTSisCzDxRBaGD3LWfdSaPH3HOSe-Oqk15e1HgYXttZ5bhwfw,q4ajlkidcz,621,191,145,0,0,1,1
420,GRANDMASTER,wUOI2YOgSsIUngrngxXYGgEXlPwXZ--E81J98C6IcUPbWp0W80sa1Ol7eg,나이트 에이전트,612,156,138,0,0,1,0
421,GRANDMASTER,A_ad3F-MxzXZy9QyGiIeamUE_IIRwjUAys5x_Y4oQJP-LXlYafCsHKoiHQ,xiao lUo si,855,239,177,0,0,1,0
422,GRANDMASTER,diGgYxeqSDCH21UimuFTrXXojV7Cc7X5ICUWJN_tnMYYDCo,drx4,904,115,79,0,0,0,1
423,GRANDMASTER,eKYBjG8XUFq1RwsXWm9pravvVBUYJRlLdDVPXYkTz-FJqMJM1cud7LMzAA,Xerath,660,189,134,0,0,1,1
424,GRANDMASTER,W0Ex-rm7i6M1-1u5QJr2THDXcRflTKf4HG2Jz_C4wYwH5dc,Pain 2001,613,250,212,0,0,1,1
425,GRANDMASTER,58qexLQ79Nz9yMqkmoTxFmYOlIVJLYPp2kowudg_khwulB8,NS Quad,795,195,151,0,0,0,1
426,GRANDMASTER,7I_u9_Fm-jKWh09z2KFN1O1dtXBxlHDXEbgCypAVF2O0bz0,Gen G Winner,717,141,101,0,0,0,0
427,GRANDMASTER,rth0CKUd56FCzDjkIfxtQxbMXpZsIQHu32yjOe57rqtKT-0,이히히힉히히힛,694,304,264,0,0,0,0
428,GRANDMASTER,pvkGqIBUtPnxPkZL2qc5R7RVdOM5nyQ75cuwxkF5DSQVj9k,30살 탑솔러,626,155,123,0,0,1,0
429,GRANDMASTER,j6iAVUfYD-ny196Ps8dq5zeCR0o8MF8K3hFRJP4VCv_ThQ,이 별에서 이별,751,257,225,0,0,1,1
430,GRANDMASTER,9q4gSwTIqOnzIJbrlaXE2ex5qo3mqinEJ7bE8iJTHrO-v8w,운명에 대적하다,865,593,564,0,0,0,0
431,GRANDMASTER,4XFCY1M5_rpQd4Ii2-t0BrhgEifVq4BLP4pWPISiGg0tUsg,누누교수,691,379,349,0,0,1,0
432,GRANDMASTER,VOb8gQteukXFa37QJ0MMdI2xCbceyEfwgFn9EUZW5NGgCmjhbVspvnR-TQ,yifenzhong,728,291,269,0,0,1,0
433,GRANDMASTER,k84OX0jcmdXRulLvUVBDaFgofT2-R93LMffJki93_QBCNtF7_XLwFHT6zQ,Huaijinz,690,296,268,0,0,0,0
434,GRANDMASTER,U8kjCbHV_sGrkICu-BT5QVFMMinnjwbC7qsFDtxVoyAQM1Y,아이러니,784,196,173,0,0,1,0
435,GRANDMASTER,DBUP7n1RpJ8x2LOhPrbQPfxRf4DMTf-KLJ5lvb6G3px-0gIg,농심라면다내꺼야,983,416,386,0,0,0,1
436,GRANDMASTER,k-PtLlKGANoNc4XmDB3xEFrTpSV5Z51fCWgBN56VttculuJ7LZjqaLkQ0A,Reiksai,869,122,66,0,0,0,1
437,GRANDMASTER,lCqSBPlPAFH-2iO8bWD4RA-_2E_5ks6GJxVP4iEgYVqvgO_eEoLaFtbGNw,씨야보람,622,198,173,0,0,0,0
438,GRANDMASTER,0Tbg7FCNagOtW2GHJdtWyUoPkqC-Dt3ThEgTo4c2ILISmBxG0m7Stqwj2Q,hulatang,710,403,346,0,0,1,1
439,GRANDMASTER,QZ4sLoBYil8rj00tyfFltAZnHORLyynYzZsvyN0-w5NuYuY,배나무,688,286,257,1,0,0,0
440,GRANDMASTER,mMn8nM6sLPc5wrRleB4kgPlHoV1G_A_WFJZX6m-x4C05G34,봇치 더 존배,680,273,243,0,0,0,0
441,GRANDMASTER,G5Zp-QvN6rpxjUb3ObuUqGHVybZfzDSeYvaKxKkPvQa-HsV10w_MuNAW-g,표시를,654,470,432,0,0,1,0
442,GRANDMASTER,i6T_4oWJXbLis9LE1YYDN9PiZJnKRwGD-xmdZX00N688irk,Remon kuma,730,355,325,0,0,0,0
443,GRANDMASTER,qdJ7vcI6OtuygFhg6CWsVj0OyE7d3-nQL7X2h0sc0Nd38TA,발민한 기놀림,571,868,840,0,0,1,0
444,GRANDMASTER,NYCP7XhZMf2MBFIEKRZ9R0RKiEMNDDImld_fc0RzCTRrhmExamQWNdLMjA,KT Aiming,675,159,123,0,0,0,0
445,GRANDMASTER,0pHU8ld8kKicubNoiyPY73DbHektHf0PXJAP0lVhCDlUmjH0ruXobvftiQ,담사경,706,275,216,0,0,1,0
446,GRANDMASTER,PyOvNOSVQHFD53fs-qHPEOuNl9TYudhugKFomNUn3qOy9ts,데스줄이기,778,301,277,0,0,0,0
447,GRANDMASTER,lTr1Qn16y_pb5zHqr8SdCKCckVvzWKQgSKQOoTW2Ylmb2A,외길인생 샤코,763,226,195,1,0,0,1
448,GRANDMASTER,pdzs4dcvAezU0slVSkH6yHO3PuHRX1M7dwPt9EVyew26aZw,시즌 18호 깨달음,610,253,220,0,0,1,1
449,GRANDMASTER,eTZE0ZoNsfPuYtR2FuHpFBQIHkRlcxGRVk8mwwAGv9VfAVyUSWrSnlaDFg,Sadays,698,123,91,0,0,0,1
450,GRANDMASTER,D_c3rE3HEHRlAPw3wBcOh6t48UvLc4bDZa8yKQwpb5byh-I,람깐만요,764,295,262,0,0,0,1
451,GRANDMASTER,2WcG5axO4m7SRMEBbXoJ8uLkausHys8rLWgeB44q7HjmUl6Mq2QpKoGcdw,woalrkdjqtek,718,216,198,0,0,1,1
452,GRANDMASTER,hPxQLI_JIkzAW97qVj17SkNeVcv2qb9XRYofl-9FHsBi53agdOoPRAxsjg,FGG,615,151,113,0,0,0,0
453,GRANDMASTER,HA5T67pcEkO_uN7oZIUoXiPrP-DkMCNUUJU7Ztvz63qY5xMluIYD82aA4w,육식동물거북이,667,371,336,0,0,1,0
454,GRANDMASTER,3MNy3MDiHBQJ1F_941hs78Fro1WCvn6P4HtmpLaVZxcSZBi8GF6PC1awfQ,이러다여름이온다,646,313,290,1,0,0,0
455,GRANDMASTER,uz-pw4UTcxkMZkMAlEVRPZUAqITUv07m0gW7ifepbFj84_c,Carnlvore,841,350,309,1,0,0,0
456,GRANDMASTER,TkZnOggDDuaZQrws9m0I4pGXclEdB06FB6r_DvjgD4UzRXao0srP0A6tXQ,어흥 놀랐찌,629,230,212,0,0,0,0
457,GRANDMASTER,JC_-S8OCzFGe49yJ6MQnsaRcXMacdcFkKPrjmnwvss6kJFs,갑각류의 문단속,637,224,197,0,0,1,0
458,GRANDMASTER,X94yJVhli_6VB77oTO9IW1Mr5I0RhpiMaMhPGTPcop44UKWF6sR9YHfiBQ,NS Carlm,635,213,178,0,0,0,0
459,GRANDMASTER,ldDBzhCV2eKoTViOFaxITOmVRS-bEpbU_R5U9LoqlAgpORY,starloving,790,380,301,1,0,0,1
460,GRANDMASTER,0ryC_4HUh6tXcqsSJMnKm0Mz-eOJzdQ9KfJUdwemY8FmMXklTx_er4nh_w,초이통통,922,161,121,0,0,1,1
461,GRANDMASTER,DEi0AZ1iFGu5bXRElx2htHXw5OiHfrPvrtZ3h6OtYP_XxduxCR9HNQ67MQ,luck cat,795,288,252,0,0,0,0
462,GRANDMASTER,RCvNJSO7JK_jaqFm1IonAm_XZUE9rY2KQ_kf0QaxDRtMEew,꿀벌말벌땡벌,712,157,116,0,0,0,0
463,GRANDMASTER,HXZIpMe6nTX-U5XBUktFcFPerYYuLGftUp7CnTOfCjE-dqM,나는이상황을즐겨,660,580,550,0,0,0,0
464,GRANDMASTER,sgEAEmxSnFP_65o0RTB16FllCilfmSoqmmwYdwl79ZKvtBqlECa089cJvg,피그차이나,822,322,292,0,0,1,0
465,GRANDMASTER,zHomT2w76nINBU3GCMM7aitJHmTKS4zDPm-f-C1NGeMTmjqH6iDO3NjMBQ,owoqaq,959,260,216,1,0,0,0
466,GRANDMASTER,tuEhrojDnUAqKjdN0qDCMcYFZBgQ622QCkMkYQ2E1CB07akzI9RmSAt1pw,YQYQ,819,268,229,0,0,0,0
467,GRANDMASTER,Ly7KpFHecGi4NHwZKml__nl-6sTCZdXktqMC6cMDzbfyxok,개깡구,721,206,146,0,0,0,0
468,GRANDMASTER,3u0jqSVc0aY3q-jyPuXrLq6sfVoKZYEkRdDoqdVIqQwoUUGzdwlB2FFX3A,Amnehilesiee,757,86,56,0,0,0,0
469,GRANDMASTER,qA9hEu5IO99dsB5JaYEmGLiD8ohdkXvQ_aywJ_-Qz3KfI35MAx0Ft5C9Ww,EDGEDGEDG,699,291,261,0,0,1,0
470,GRANDMASTER,kJ04zTppdQB0y2pWmHNACtpboK03dcEXXxRNVOWg-d6zw3p1HGr6cd023w,an fen,847,425,396,0,0,1,0
471,GRANDMASTER,UGEje6ENVMTdT_ObBo69JGgFoJEcWmpeVqKWHg0txTkHV8E,하나둘셋 찰칵,829,115,79,0,0,0,1
472,GRANDMASTER,KOv6QxP82lx6MnWtJWK5TQmwXUGjLtlwo7nRqDRjyoXf200,Maeng in love,667,290,265,0,0,0,0
473,GRANDMASTER,uSsxjf1i_RR_O1MyW6Yev-AvtqmnixXGiPZtrD-aRf0jaoqUMv-cKi0InQ,Queijo do Chef,758,138,97,0,0,1,0
474,GRANDMASTER,7RSf0QHYNXgadPj0O62uGyKkNMDv6vnGIA6EgaUTUsIcsLw,사소해zz,782,547,507,0,0,0,0
475,GRANDMASTER,TUziQSUauTqUiQdn9oS7rn7KAH2CtA6j7SDWsUi_8rCbd0Q,엘소드,878,156,108,0,0,0,0
476,GRANDMASTER,xuv0fZNDUN23fGEo-plDO2lpsc8Wzah8pkYs8ONZN-6wx6M,토끼예나 예쁘다,803,263,228,0,0,0,1
477,GRANDMASTER,uxKZM1PBhGKc4Dkb1h-kwQgJU35dvprAAWF90GoprTh7V4Q,BTS JHIN,768,424,389,1,0,0,0
478,GRANDMASTER,cfV-prGY1FF_t1f9HrC9aeX3_1HCW2q9LrVXoUGzDP9_PpCBJtDnREnCxg,eightQAQ,753,247,226,1,0,0,0
479,GRANDMASTER,DndZ73taxoWDBxEV8J6UeljdPO71h-b6cK1rGzAS1ay26rkpIDqOlmyLhw,qweasdzxcrpg,808,432,399,0,0,0,0
480,GRANDMASTER,m1Xrfz2pjP7C24yEr5zXHDtwbly418ghaL1wGmt07HIDj8laWh9or1DA9Q,알렉세이,690,610,568,0,0,0,0
481,GRANDMASTER,rq9zt17hisrqEBXsQ9r1jgbm_FtuyHlp2z4hRNmP0-b9UfFjJGH9HUZNJQ,waipo3,628,250,225,0,0,1,0
482,GRANDMASTER,-IPLUPD6zx7W4kpCbXTBkA0d8b_e5IB0Z-uJpuAbp_0ff_s,석 태 마,737,830,795,0,0,1,0
483,GRANDMASTER,gZl-TYgr8bOAOO5gxROTp05OAF_SHBJs2la0_nfI-P-YLcY,Katagiri Eririka,694,397,360,0,0,0,0
484,GRANDMASTER,byCZR8_dHTsXmAfLwUdvavpwAM3FrVl_vzUdDvitNqRzOpRuunb2y4NgNQ,치찌치찌,701,130,97,0,0,0,0
485,GRANDMASTER,YPlN9HtUSw0kHPo8bZAUbQcESSgMpFnbeeE2sR_IIG0Jc78,NS Hwichan,566,642,623,0,0,0,0
486,GRANDMASTER,iEcd4kUYR4ZgTzmUxLXyVYEjWnHubmQRm2T65XWDaEd-rMyBXcCToELbjA,0o0OoO,684,836,802,0,0,1,0
487,GRANDMASTER,lDejJMA3NcoN5t-z_GxUzGx2lxq-Qk_gwxgV_e-vqwmWlIIXVSGc5FY_aA,FA  thh,646,176,129,0,0,1,0
488,GRANDMASTER,rElbzMiiZ1v3JPoFfMzSKEkalb7oGz1Rc3o7vtRO5S5UcFkT4f3Y96YjZQ,zhishouzhetian,715,134,97,0,0,0,0
489,GRANDMASTER,ti94lh-t-It2wsJB-8-gEcT9y42Mx4AO5YUiZeECl0xaMlmPaVYToebHXg,Moonlight1,851,232,173,0,0,1,0
490,GRANDMASTER,HXu7k1VY2ff62CwNna98lxznq82zpqCE18Gc86WoluudgEA,나 은규 고백곤란,756,237,207,0,0,0,0
491,GRANDMASTER,1sy7wpXjpPgF4s6HbIdfw_ovKiH54xYL5ic5o8tdVvWIKR6Qk4g8eDM9pA,qsasqrq134,836,131,92,0,0,1,0
492,GRANDMASTER,af9yc4NtP2cKNJgE9VG3FUlzeXZJe5HgGPhwHT__LvUJq1U,참새우깡,660,398,369,0,0,1,1
493,GRANDMASTER,-r_jt_B4SZPb6jkyNAlFgkhs_Xj98A-myv_Nfs8Up9U0nug,담비에요,750,317,288,1,0,0,0
494,GRANDMASTER,F4pkNNxd-Zyri5Gt06FKGh4MBEjNNknuxoCjGiwx42KnqWA,눈보라 치는 날,650,160,132,0,0,1,1
495,GRANDMASTER,sW6mZz3jexefyh7ZwJvE1XfPQ-h7bmZu9SxiRDKOvRrx1wW3flHDAMkrZQ,서정언,631,323,304,0,0,1,0
496,GRANDMASTER,eHDWMXYfvRkNmbaPT-KiM--DklrkKYU_3gzSk1KJEtYKsv0,언더덕,924,210,164,0,0,0,1
497,GRANDMASTER,-AHN5hPA8-JFauUfelpRTChDLcNsz9zdeO6yZnXkvhAO_VY,ZED99,612,118,89,0,0,0,0
498,GRANDMASTER,uyGlucLZbWeAdPMg_so21IuBP2EMxCPMUNTRzBifHS21ZjjKO-HW3VLzug,bobiking7,732,221,165,0,0,0,0
499,GRANDMASTER,r1o9lt8QbxumGwFc94foFjMw3KXtfen_WVaDUa0KW7d17-KSgbkeDIk-bA,qqq oo,856,358,290,1,0,0,0
500,GRANDMASTER,rQhJgzBk-mBTNIC40JieBR7VZ6iTC54XV59rUC7DwPhd-eEMR3mqoFPE1g,melody2,712,249,220,1,0,0,0
501,GRANDMASTER,s8oZnZhytLEwrBPULWelP1VyMe5uG0lUt8AAOf8_wA9tug,JustLikeThatKR,803,438,404,1,0,0,0
502,GRANDMASTER,_OYIDk6lZJYguaa7s0_pucu3k-3KWRqFw0F6R-MRaI2f3ST_3mHYl82K3g,고마해라마이묻따,779,317,285,0,0,0,1
503,GRANDMASTER,RCdaPOCH9sqMgBFyV2ZVbaz5uHx6WVF6fo4UzjipjC9IbcTZh9G3UbmjhA,유유재연,677,137,105,0,0,1,0
504,GRANDMASTER,25uP_eXotRk4MhPLLQOwcQmteHs-5zbsbY8zHDmaSOBMBuZ9t9WJy1XZvg,빵봉투,615,290,263,0,0,1,0
505,GRANDMASTER,trQGjEFJfnIFcNHoricdSJobor8gei5KVNwmAaD476UAjCI,BRO Ivory,923,731,698,0,0,1,0
506,GRANDMASTER,QxZC6K1pb3j5XkEq1KIRJmOxcHu0ech5bz5HUipK1MCGO7CypWj6N3_LDg,라데시 너어,626,219,185,0,0,1,0
507,GRANDMASTER,1XG_cs0028Uhs2kLQqoG9qlPJ-cGSqQ-GX4hzzbQZLzMfda9Bp9DFpwbaQ,마문마문,694,692,646,0,0,0,0
508,GRANDMASTER,DXC34Ztp78Ii4gixJaeUC2RQDIas4y0yBCO_Xa1M8lF6Q-55swFbuYQlsA,bilbil84074,616,160,112,0,0,0,1
509,GRANDMASTER,q2iqcEbIzQqy3jE0xzJC8jeHT6g_-ZzwzRaig5YwvGyIWGYBx2oGHXKDmA,진주 이민웅,768,364,324,0,0,0,0
510,GRANDMASTER,ZfCHRvdhNkgwwKhzdDroCNFU-wVrT_JOBW4Kr-PM1ml7hIm6FvPaxutdVw,여름을 좋아해요,735,457,403,0,0,0,0
511,GRANDMASTER,UIVQLoEbyt2oGeMIvL8z2aUvYQDZyYu4x863APcASToWkb8lyqfSEURqjA,Mar 15,783,368,320,0,0,0,0
512,GRANDMASTER,0-Pve8VUFaLFwJCnlLVFSrHzqlvYhhr4edDOMltMiRQR6yA,렝꽁이,842,334,298,0,0,1,0
513,GRANDMASTER,ZqF_utNZAanYMXzTdsF28WPog3P9ydCWRgthmyawx-VcnA,89P13 Rocket,723,321,282,0,0,1,0
514,GRANDMASTER,1OAvvCAIaf5AOH-L_QXThhuBwGgpCXplwbVzEVirP19qpA,95크라운,655,127,94,0,0,0,0
515,GRANDMASTER,vOi72yft4TkxmZ-Jn-KkHXa-5FDhG-Uvsz5sYEdUYYoW05E,쌔 DI,673,206,180,0,0,0,0
516,GRANDMASTER,9fQ1_rrdRpfgfGxkZDnL4XCP3bcDeIcmJi0zLRH7oxfGpxgbWn2WEfKz9Q,Allo1,656,543,524,1,0,0,0
517,GRANDMASTER,RYPx7BkbpWsRvzjUFpwEv7xlyi6G-6yeROU1Dyc2uvatoI0LRPC4fK8Isw,baozaopiqi,727,422,394,0,0,0,0
518,GRANDMASTER,s56csf6bGY1QXTZzrhwpHQLZnJpk6lkbgpeaGEPbTmonLVo,멘탈잡자으쌰으쌰,657,459,431,0,0,1,0
519,GRANDMASTER,CvEWY5vg3W-Q0pm8a_Mq6nrk_lXlS8NPil8en1XAa0s8Z2QYXsoKx9i5IA,차슈가꽉차슈,803,207,157,0,0,0,0
520,GRANDMASTER,oZz-VOeBQraPXqkJ8jWzsGeUhL1pHcBagC8KrHAY51r0fxds9wM3eSsryg,Like 1999,751,306,277,1,0,0,0
521,GRANDMASTER,7DWWsGcJfvq5vpabTVIkREz1XscTfnHDOxNcDnLvEvXYk5t4lwajwXlbOA,얼린커피,626,197,146,0,0,1,1
522,GRANDMASTER,7cxSqvHcQeMnRA2R7LX7uEhNFizMU7LL62hwSIBvCqaLGCE,unhappy i,652,148,117,0,0,1,0
523,GRANDMASTER,k3o_DRHOcqvPDj5tOkHmxzoL5DKvDVEoomfQ7vlOjCpUE6rqNOvgC4NCZw,배를 불태우다,780,298,254,0,0,0,0
524,GRANDMASTER,CvibGofG-TFyOignxPFUK3wvo6C1FncTJgbMI_kRCfzqS4I,lullal,627,194,165,0,0,0,0
525,GRANDMASTER,v6Fb2nOqIK3j6bAbjRLOB7BpWxeMA-PlJczdrMwI5JYplIm4hPGoZvdfyQ,THE 1116,693,388,353,0,0,0,0
526,GRANDMASTER,5XDsJjvx7DrbA4suREK6vXdGiKgBkNFlg2FYgwVHBox5IOtZE6BvOdt1ag,asdsgasdfgx,774,247,208,1,0,0,1
527,GRANDMASTER,crtTGVwoo35fw4Zu3N9CILWRunlAewKQh8ArG_kxgLkUlz8bh1ub-ZTCzw,눈이 보고 싶다,785,232,206,0,0,0,0
528,GRANDMASTER,zY8AbbBZylqG5k-2OwyOiFclXh9qhEHPl5JWTOuj6nH3538,huya xiaohao,814,162,93,0,0,0,0
529,GRANDMASTER,QkjcbszNR41EwQ8RGd_kTSuJylDXTcB2TtOZVlhNSaChlEcuRKvGg-TUew,23btc021,774,104,62,0,0,0,0
530,GRANDMASTER,05HmRT4fxTWjZyRtYVjKjD4ywZxyfSKvRBk7P83OyETEjmo,뇌 녹 사,818,451,417,0,0,1,0
531,GRANDMASTER,L0dt8hBmBqK30wpJwoKsfX3wvc9IuR69BKVPH-2PdIZtzrzx0zjjG5le7A,jlrpajcsadcdsz,865,259,190,1,0,0,0
532,GRANDMASTER,H4sOiRBli0qEkhYc-0n5Kf-UsvQI-oQfhI2IgBz6EauLt_a_HDfIlyh4aA,cozy christmas,752,408,379,0,0,0,0
533,GRANDMASTER,CGq1jvQSW2kCwaGcN98w3Tor5ZI2XCiGD7lWXhXVQFua0w,새하얀 thigh,662,374,345,0,0,0,0
534,GRANDMASTER,EKcDmOHJ5sfNo0ZzE1wmljrsOCyEUMMOAa_GffBOhBOEU54,DARIKING,760,193,164,1,0,0,1
535,GRANDMASTER,PrUHOY00uujYC_GJoBtWbz5W6JlvP8DxxTe4yAkIkD8JjpQQrSZ_AVdQvA,수수한수민,889,217,169,0,0,0,1
536,GRANDMASTER,r1zknnzn5BPmvtSeSNDslL3ph9z8sQeVUFQj6pAR6UK6ilOAOYG-VLHfUg,hsyyds,801,173,104,0,0,0,0
537,GRANDMASTER,r1dsqkPZAoMOWkcEy5Fv2iPRImVF7NHlgESmq8CdNpBlEZx2-NkcM0VAgw,커비 고양이,631,195,150,0,0,1,0
538,GRANDMASTER,szhS1VQ4Myxaj-LDug_DvMcFyNoXFIU-1g9mP6-nLvg3fw,질 듯,647,236,213,0,0,1,1
539,GRANDMASTER,gkgQjhBaNkPWKBU3Tora8JD42s2FCdUGVnwZhjUj0rrRZAtHMY8QO7Hi-w,ycx,815,371,340,1,0,0,0
540,GRANDMASTER,2ktfBzz-_GHAin4qJpLxpdE04u3Yqw1WlG-rZF-bno3ZZVmVlbpt_wWFoA,거북이 길들이기,874,236,190,0,0,1,0
541,GRANDMASTER,0DDTA6pV4syxvjZcYiMUyzxKlCCiK3OZglnhCrD78g_Dya5z6PEKozn-KQ,Isag1Yoichi,714,301,248,0,0,1,0
542,GRANDMASTER,1aIcYAYnrjkoCseYdXh__xaYaZNFbKnjNnXbZJxRnYiSN5Y,스라맛 빠기,615,195,170,0,0,1,0
543,GRANDMASTER,Bdi17egWAvwPFC0FRKDcTWrElUluAfkgBwpDq7XtJofeAys,hhhhbbbb,865,344,316,0,0,0,1
544,GRANDMASTER,1DhAirOcXDehvpx_DrbZfhqYh5u2GT7a5WaOt4MC8G2AcA,잘살았으면좋겠소,618,161,135,0,0,1,1
545,GRANDMASTER,puDCL0CwfM0j4xOEi-YYEAc-4b_u7qEgciGn8XjkTBor8Iv49e3P_QTF0Q,Haeoreum,773,295,252,1,0,0,0
546,GRANDMASTER,OFRxeVjs6sYixTIcffLi4RRVhj2aXm69_q_afhXQUfPBTiJsc0savQD5Ow,오골계닭다리,672,180,155,0,0,0,0
547,GRANDMASTER,s3bOGi9YHihF0Riv94UC-4EfHYZQNAA27PftFKlxvM4_fcE,GGA Bean,714,419,395,0,0,1,0
548,GRANDMASTER,cTWIJpQCMu5PoRRCJOEPZk5SG9XN5i88IR74HJW5A4rHvQ,먹무륑,925,299,223,0,0,1,0
549,GRANDMASTER,FuujVuq8DJ1yqyyrWh9aqqyG9WgqdsoymlUj9BR8AGSOIDtE,DK Thanatos,806,420,394,1,0,0,0
550,GRANDMASTER,XVFo5_aH3DIquBBNSy5oA1-LlDhCSYNqCKnz2RZvFKkdPpY,응봉산토깽이,718,231,200,0,0,0,1
551,GRANDMASTER,XVNA75d_ZRo9BJmX7qRBC6el2KuoFcki9mns6_qBQhJSaXB80tC2AB1Lmw,23btc034,661,132,98,0,0,1,1
552,GRANDMASTER,H9ctRzK5wALev_Cdapdly8kGykL35dE6mSu04VhveHOzEQ,CHOEM,635,154,129,0,0,0,1
553,GRANDMASTER,nh44fEqt3CVWi6nvpSusfr4w8htGSBZAx-dfkc3hy9zVV22aZJdgvoZTSQ,솔청잇,704,322,302,0,0,0,1
554,GRANDMASTER,DaPrALcmm_xPpFXqyERrv50XoeZlRsRxb0LYF_cSxhBzcv0,햄쥐의 볼주머니,832,186,153,0,0,0,0
555,GRANDMASTER,GJ-774vwTsK9-yfnuYipJdvGoyaZMKPKcHOLx2hvr3e6hQ,콩알탄콩콩,754,180,149,0,0,0,0
556,GRANDMASTER,l9RWMiooC3z2v9yzOwByfDXKNEw2038EdkdQUBRrNYYQDKYododiOuOq5A,Fiora,634,343,314,0,0,1,0
557,GRANDMASTER,gLtQ60-j6V_uO1MsEH-sw6WTvMaY7KdLinXIcCPxXNltmKg,CrazyCat99,768,414,371,0,0,0,0
558,GRANDMASTER,MRmCXAcsfbZG3TszWxpHsHvfJNsxcL2psy3OQY1sNsRy3w,OLD SICK,756,253,210,0,0,0,0
559,GRANDMASTER,sAHvc6ylvZ5gtgT5RLg0GlywCO2a0e6qhWEkY6GdQ_0Xuno,Lumen AD,859,108,72,0,0,1,1
560,GRANDMASTER,nonqlQ8gfMszQZVKqTnkfL_-NL9saNFlO7t4jzsBDjtOYyNW0wGdj92Tzg,jidqwlitydau,611,170,135,0,0,1,0
561,GRANDMASTER,_wJ-GMnUqpj_BykYrLH5qKDY1LrhGh1B2DDbNci0Brc15uw,용과호랑이용,814,263,227,0,0,1,0
562,GRANDMASTER,daeGjR0ViLi9owUqV3AZaI_QASL5HNK77UztELYWrL4dOo8,초능력특공대 쉔,563,749,724,0,0,1,0
563,GRANDMASTER,St-kEL0Ckfu6MZfth-KfJl0rQc3XTvVnwlU1j72LiBGoAiFeUfojRIqGFA,미친아,753,161,105,0,0,0,0
