,TIER,SUMMONERID,SUMMONERNAME,LEAGUEPOINTS,WINS,LOSSES,VETERAN,INACYIVE,FRESHBLOOD,HOTSTREAK
0,GRANDMASTER,Y7S49aVVJeQvSsfrv18ZpdkSUNfrpFtByfTsrrBMkoWSjUc,GALIOSUPKING,625,304,278,0,0,0,0
1,GRANDMASTER,UYMVPoLxSpvSVpi1183NTZ7G04Hjxsgx-RiOxOgq7J5-RdA6bQoIkbdZYw,5leec,849,680,641,0,0,1,0
2,GRANDMASTER,wlglV28VDFRD2c4DY4xbVO5UoIzhruXF4NZUneQWiFL-bQa96XPbYO4Aig,aurorarr,623,124,62,0,0,1,0
3,GRANDMASTER,joN_1cJMjlDzcGCQ5ruIbabiynYDhOrRv_591Fs2LW252_uV5xV_P8zAqw,하 겜중이잖니,613,408,376,0,0,1,0
4,GRANDMASTER,mIT9UI6ByCyll9MYv52JtMNoQ_RjEQwRLSejoAZaYBoonLg,가글in,931,207,169,0,0,0,0
5,GRANDMASTER,8ooMf4jRPxqqH_HShDMUOH9rCxjjwzfOqMbK4Yix4XV86FptGRNd5IqHrA,Godlou,641,296,244,0,0,1,0
6,GRANDMASTER,qgeaQWmgxIF8vqDwyr0PzdTAvwy_T3eMIP04DCYQfhBTxXU,수라차,722,281,254,0,0,0,0
7,GRANDMASTER,8fe4QRrITsH3Fb2BG4r9CNduBAKEYqZzsTKOFrykzRra3-0,배울게많은06,609,707,661,0,0,1,0
8,GRANDMASTER,rhTSuh9tPQWDjahlI9xpFjFsULyu5GRAIZmeoBkLWFE2KkXGSd2dzRMe8w,wo shi sb,622,260,231,0,0,1,1
9,GRANDMASTER,dv0slyyWu5rdPIeReqmA7nK_ZFNR5dzAHPf5fBW9CplAgZ8nrfSn-rLHuA,초보메이지유저,874,381,340,1,0,0,1
10,GRANDMASTER,sHdf1PslFltkGHtXBqAvzQoGPNL-K4A9vd_yvXHSEGznIHI,자러갈래,633,468,443,0,0,1,1
11,GRANDMASTER,nEau54Rkzdb2ar_faXnd4jT3IBAXH7WT7vFM9fZZQTLSatxI790yC9Nlug,sywnxaiusdnq,918,324,277,0,0,1,1
12,GRANDMASTER,OVsSONJwR-JDxe4p572k8ZRuHnJ1Fgcm61UiLByDfu0qTXVfRJOikzhoqQ,120clock,709,225,197,1,0,0,0
13,GRANDMASTER,WrL3Ct5Wp7bMM65n5k1AS8aOIxZLUF_2KRrmaCr6N9cGvw,김진세,619,179,149,0,0,1,0
14,GRANDMASTER,MSLQPemwYMQKXeicfFitny0kpGmssD6jBowfmMf4uUmsEkY,꿈 희망 용기,611,107,59,0,0,0,0
15,GRANDMASTER,ESN8PjR_rRU2K6ncTZsnLlMUiDwd9poDCc0LNh9ITUB9hRU,해 일,570,291,255,0,0,1,0
16,GRANDMASTER,_03oFgMsd6GKOXL8mot44VxpKYhSudGnbffbsOblZw_UCAI,BLGG,818,308,270,0,0,0,0
17,GRANDMASTER,ZlEe4NiO3xuiGqisciK0GsE79T4D6fhafplHqvExxW9I2nE,ITZY,639,280,251,0,0,1,1
18,GRANDMASTER,FatKkq3kQ3bGLOhDGJWytqXeZqMc5gsD9n-Qq6veXU5OVL0,미니2,617,128,98,0,0,0,0
19,GRANDMASTER,o0onImKrG4obA9JfW1ifSmItdWHX0yJF-47kUHfGL7Yqr5y3qYahDaecdQ,김민교 수제자,848,147,116,0,0,0,0
20,GRANDMASTER,qIZD2g4tOA-haGcO-hbAhHW762rlcHYyQtmL5a1eFuim1IzgBI3R-Yy3YQ,최기명,800,160,112,0,0,0,0
21,GRANDMASTER,z-8nghkfF8X0_XngVzf7JkPhPwP5wWM48x5tQC28T5cWwbSr,KT Way,658,165,135,0,0,1,0
22,GRANDMASTER,RZnps_YgB2Gr1qnbSFBM7CD-1ZxNSQZMFhbFFhnseTX7Tg,Drico,614,311,275,0,0,1,0
23,GRANDMASTER,wlz2g7Rzue6sueCqJM2RyWFtWzvlkNpdMkxVyQQEM-yb5PjR8bOZSEjYHQ,Ryanccqqhh2,694,277,252,1,0,0,0
24,GRANDMASTER,lW541MypIIsjsLNLdUGVK1owWTGS41wKLlrVdJsLfu8HAB1t_SHAJx3Q6g,이제채팅치면개,775,375,332,1,0,0,0
25,GRANDMASTER,1UoKNchSXOBPRQZoJv_Xntf-Q_MfcEQbMxlaJgL1v_yuUF0,lli1ll1i1l1i1i11,684,304,267,0,0,0,0
26,GRANDMASTER,qTjM3H78XPsJtOsZpXgvJJovsRsRiKHPqqscI87QvjalNT8b,생각 또 생각,795,135,81,0,0,0,0
27,GRANDMASTER,BZHkIx_JucONfXcVede4D2Rn3Alake5MGg7NfQjA7Z_OWA,미쳐놈,696,146,107,0,0,1,0
28,GRANDMASTER,_u4Nb9XP4kdm8D0RJiwAT44qVFpk9RB01Ktfhcfonc0asHovhwtLmWlIqg,TAO  GOD,813,229,179,1,0,0,0
29,GRANDMASTER,-6n92ja-oVCI0ZhasruheBVPWyoWTd_BlqjPyEk1mMVvTxE-,바보 현수,884,565,521,0,0,0,0
30,GRANDMASTER,acDmaDqPl-egr9ek9LRFhINHTEEZyHLRNGWA17QhXUYMxj0,옆집천사   성 조,619,390,373,0,0,1,0
31,GRANDMASTER,Su3InHY-7pz7VmjEwR531ftU76dvkf_NcDoZf7z_NL77Dnk,참새크면비둘기,905,102,62,0,0,0,1
32,GRANDMASTER,TTlEl_6sq2tiCtG8wHJ-kn9sHC2iKeyVE93xnpDMSvw8cLk,sunghyuk39,748,501,462,1,0,0,0
33,GRANDMASTER,2itrLBwP4UKgAsU99ezHZGhs92NItgxkCf8g_HmgdTZmyZ4,pdxx3,683,418,394,0,0,0,0
34,GRANDMASTER,oYZUE1N2CiDKGrAOZh0khVo-lO5vTvqWWSa_BNMYi-jvkT-YBrFOUEl9_g,hyena06,668,423,383,0,0,1,0
35,GRANDMASTER,2iPO-XGSpWjMD_-9kQ8fez2auzhxoKUAuD9WqAzY4zFJjvQ,헤어지기 싫어,684,394,366,0,0,1,0
36,GRANDMASTER,qyKFIFhtTMXtYkZKvGm_Di2_WN1PA91CNkyhfv_Z6rj04RDsbWHq_DtArQ,bravery,818,477,443,0,0,1,1
37,GRANDMASTER,3IFoZqWp7N2RPU4ZJd4mlKc705ozI_1_yEuaEAakh6zHTHzoGePPm5Xi4w,고장난 상태,877,253,223,1,0,0,0
38,GRANDMASTER,UvYtKr_fmQHSrmepA-tc9b1OQ8AowHAS5IHFHy5DtCnr44GhAOWjza1Pnw,BRO Mollu,806,128,88,0,0,0,0
39,GRANDMASTER,Cmeg18At9JSeDq2skUA61Ye1xImtxPuXGjV3-hJIyhPmwM5LlKCxieTpXQ,nothingtohappy,711,280,242,1,0,0,0
40,GRANDMASTER,Y2JgxNKbx0O__5tTSpoUh91pCE4Pl32xf96zOwaT1VfCyos4V6uCGtQLCQ,wangbadashen001,732,394,339,1,0,0,0
41,GRANDMASTER,ERLoxInoOWsSW9iKUgtFbdTuN9mwoQ3dWyE0OmV03PoKV7rDkqVvcMA4Ag,Youhuadaole,611,844,820,0,0,1,0
42,GRANDMASTER,1DKMFB1dMsDi1ElSh7hYeC8eGgbSJb2_kBOk1cPut8OuOeYtRMR0qG6a7g,돼지크면맘모스,946,919,875,0,0,1,1
43,GRANDMASTER,cSqeGIexEJOPBI1oDHWb28xpddv4BBIsVkg1ntgqD9N1pacB3a_Q3K2N_A,Tread On Me,685,359,326,0,0,0,0
44,GRANDMASTER,xyvABGIezsuNdmgFOHAVPfRE-xTFUpDftZGpsSKrd7uo8jU,dreams0,670,136,92,0,0,0,0
45,GRANDMASTER,kVYkiLfqLLc2YQjdPkHL8oVj65kyuFcaKhrDs7WJ2ocMzmKP83yWIbWKvg,bot gap guy,850,173,127,0,0,1,0
46,GRANDMASTER,NuYa7nIKkAWD1OBGA4EZCRrVI2FiPa7jJXRjFpqpTAVc9w,울짖뽀,715,156,119,0,0,0,1
47,GRANDMASTER,r9EXwHO2NVVebIdX2pyulV_XOKZDcPP_okwtupf0gYSc1loWvsBjiIy5Pg,퀴인 카,763,269,217,0,0,1,0
48,GRANDMASTER,hmvbDXgbJjw6cJT16PY8NNapaFgK5aJLdt7pS2phSoYlMok,1픽보다잘함,717,281,247,0,0,0,1
49,GRANDMASTER,O4VzNw6lN_2dn_TX3b2oiBBHbx3e05XJ0je9xkd3er0QXMDTbB-bzNmzBQ,Zac,933,604,574,0,0,1,1
50,GRANDMASTER,CjOrs6iCStnee7iA-YhlJOiSWrjv5Ev7r_6-kmUWXkP6hxbyL_Pxclv1cw,KDF Lancer,669,266,232,0,0,1,0
51,GRANDMASTER,flcFfneUDV8FeQvDwG4cz6R0COvHYQrkP4ibqxLN6aPFwDE,duouodarao,755,119,78,0,0,0,0
52,GRANDMASTER,YgWF_w4U9rFgbqbIFlGnN5qQGZCw3g9maq_QRHHn87ON7DG4Kxo873JsXA,mini jiao,572,258,211,0,0,0,0
53,GRANDMASTER,4R0ylCGfxadp4ve42pYV_eFnv5rqYhpKKKawFKAHFRXKs8x6hzbCSAeCzQ,대머리,733,306,283,1,0,0,0
54,GRANDMASTER,uPoBeESc6MOsKsv6X9TOn78vWmrOM088zpwOMzrCoLq9OQ,녹슨칼 손질하기,641,400,365,0,0,0,1
55,GRANDMASTER,b3qSsBKuuc8bE46pCptBsf9Ls9SlVNywRHxT91d0T7BIFaKh,커리쥐,849,244,216,0,0,1,0
56,GRANDMASTER,Cqs4S8Edayxy5u1KN7S6axKKM6T1ZJQCi5kQHIxI9aMqLjs,Chuno King,821,250,219,0,0,0,0
57,GRANDMASTER,qohAciBUX6W4D5-I_P1lCJByhPlrrFwrGTNiomnRxW2HoEU,벌거벗은 용사1,618,205,143,0,0,1,1
58,GRANDMASTER,701LSDAyObfW5uGT5OgICoyG66KOTWXtzHDsWeYN8VwJsdtO,blueil,720,129,89,0,0,1,1
59,GRANDMASTER,mCrQYN_GjbqIFCYDN1C4z8ivgrLSdjjS-X7RsgfsuLLOCEvJ7ZAVHgMVEg,Xianghanzhi1,822,375,331,1,0,0,1
60,GRANDMASTER,OQWcVUOkFnB12wCUco1d-O9kxjSIPMZBYVsLh3-ZCdOykQr__3xTGXfJkA,LSB Lihao,760,183,148,1,0,0,0
61,GRANDMASTER,zWGOgvn9dloKJ_q8XUcbm-sSd2_ITxqELNSctMqRmz1-l40,Vexby,621,311,284,0,0,1,0
62,GRANDMASTER,5rbdtkBomCxr8B59zA7kuW3mDh0-cgTjlrxr3WCrFurxwHafP-6BiyS6ZA,Yukiheal,818,532,465,0,0,1,0
63,GRANDMASTER,SFbPQBrPYg6XRltBl0J7VkEcdJ0UdC4J8_eYb5S4asPBy6W06izePzF0tA,yzcyzc,785,601,542,0,0,1,0
64,GRANDMASTER,hnHsBefDwV8WAVSt67SSGucEO_Iig-GlXlC--MHI9ZRBZHKBtPiUcXfxSA,호가지,699,288,224,0,0,1,0
65,GRANDMASTER,eE7bEryCqSea8cHswcDVkXkYXt7tGbGssqYGmcIKNaiBlJQ,Seojaewon,669,199,166,0,0,0,0
66,GRANDMASTER,weNS50IaJfjuylecdKWgdQarPPV3T1MWMwVQOmPdqnLNSE8,Enosh3,602,170,140,0,0,0,0
